"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LE","ASSOCIATED_BU","GAAP_GL_BOOK_OF_RECORD","OG_LEGACY_ERP_SOURCE","OG_LEGACY_ERP_SOURCE_DESC"
"LB_3311","3311","BH3310_OGDRIL_GCA Do Brasil Consultores Ltda","LE_BH3310","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2820","2820","BH2820_OGDRIL_Baker Hughes Caspian Operations","LE_BH2820","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2830","2830","BH2830_OGDRIL_Limited Liability Company Tyumen Plant of Oilfield Equipment","LE_BH2830","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4081","4081","BH2035_OGDRIL_Baker Hughes Operations SAS","LE_BH2035","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7115","7115","BH2385_OGDRIL_Baker Hughes Luxembourg Holdings S.C.A.","LE_BH2385","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7121","7121","BH2385_OGDRIL_Baker Hughes Luxembourg Holdings S.C.A.","LE_BH2385","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_080F","080F","BH2388_OGDRIL_BJ Services International S.a r.l.","LE_BH2388","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2350","2350","BH2388_OGDRIL_BJ Services International S.a r.l.","LE_BH2388","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1305","1305","BH1305_OGDRIL_Baker Hughes Services International LLC","LE_BH1305","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_020F","020F","BH2040_OGDRIL_Baker Hughes S.r.l.","LE_BH2040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_021F","021F","BH2040_OGDRIL_Baker Hughes S.r.l.","LE_BH2040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_022F","022F","BH2040_OGDRIL_Baker Hughes S.r.l.","LE_BH2040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_I004","I004","IF1222_OGBHCS Baker Hughes Energy Technology UK Limited","LE_IF1222","BU_OGBHCS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_I002","I002","OG1074_OGBHCS_Baker Hughes Energy Services Canada Inc.","LE_OG1074","BU_OGBHCS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_03PN","03PN","OG1198_OGBHCS_Baker Hughes PNG Operations Limited","LE_OG1198","BU_OGBHCS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_6235","6235","BH6235_OGDRIL_Baker Hughes Manufacturing Company Ltd.","LE_BH6235","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2305","2305","BH9020_OGDRIL_Baker Hughes Services Int'l LLC, Azerbaijan Rep office","LE_BH9020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5041","5041","BH5040_OGDRIL_Baker Hughes Singapore Pte","LE_BH5040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5045","5045","BH5045_OGDRIL_HCCbits Malaysia Sdn. Bhd.","LE_BH5045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5052","5052","BH5050_OGDRIL_Baker Hughes (Malaysia) Sdn. Bhd.","LE_BH5050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5053","5053","BH5050_OGDRIL_Baker Hughes (Malaysia) Sdn. Bhd.","LE_BH5050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3340","3340","BH3340_OGDRIL_Baker Petrolite Curacao B.V.","LE_BH3340","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3345","3345","BH3345_OGDRIL_Baker Hughes Oilfield Services SRL","LE_BH3345","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3355","3355","BH3355_OGDRIL_Novi Orbis Adminstracao e Participacoes Ltda","LE_BH3355","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2355","2355","BH2388_OGDRIL_BJ Services International S.a r.l.","LE_BH2388","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2581","2581","BH2388_OGDRIL_BJ Services International S.a r.l.","LE_BH2388","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2831","2831","BH2830_OGDRIL_Limited Liability Company Tyumen Plant of Oilfield Equipment","LE_BH2830","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2867","2867","BH2866_OGDRIL_Baker Hughes Kazakhstan Limited Liability Partnership","LE_BH2866","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_025F","025F","BH2040_OGDRIL_Baker Hughes S.r.l.","LE_BH2040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4345","4345","BH2388_OGDRIL_BJ Services International S.a r.l.","LE_BH2388","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1312","1312","BH1310_OGDRIL_Magnitude Microseismic LLC","LE_BH1310","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_035F","035F","BH1315_OGDRIL_Baker Hughes Russia Holdings LLC","LE_BH1315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1315","1315","BH1315_OGDRIL_Baker Hughes Russia Holdings LLC","LE_BH1315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2136","2136","BH1315_OGDRIL_Baker Hughes Russia Holdings LLC","LE_BH1315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_E401","E401","CP0111_OGCPHS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGCPHS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_E408","E408","CP1486_OGCPHS_Oil and Gas U.S. Treasury Services LLC","LE_CP1486","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_3315","3315","BH9021_OGDRIL_Gaffney, Cline & Associates, Inc. Argentina Branch","LE_BH9021","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5465","5465","BH9022_OGDRIL_Baker Hughes International Holding Company, Philippines Branch","LE_BH9022","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6281","6281","BH6280_OGDRIL_Baker Hughes Middle East Limited, Saudi Arabia Branch","LE_BH6280","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6308","6308","BH6305_OGDRIL_BAKER QATAR SSC","LE_BH6305","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6310","6310","BH6310_OGDRIL_BJ Service Arabia Co. Ltd.","LE_BH6310","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5055","5055","BH5055_OGDRIL_Baker Hughes INTEQ (M) Sdn. Bhd.","LE_BH5055","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5061","5061","BH5060_OGDRIL_Baker Oil Tools (Malaysia) Sdn. Bhd.","LE_BH5060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_092F","092F","BH2869_OGDRIL_Quick Wells Ltd.","LE_BH2869","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3390","3390","BH3390_OGDRIL_BJ Services Company Mexicana S.A. De C.V.","LE_BH3390","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3435","3435","BH3390_OGDRIL_BJ Services Company Mexicana S.A. De C.V.","LE_BH3390","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2411","2411","BH2410_OGDRIL_Baker Hughes Luxembourg LLC","LE_BH2410","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2775","2775","BH2871_OGDRIL_BJS Holdings S.a r.l.","LE_BH2871","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2871","2871","BH2871_OGDRIL_BJS Holdings S.a r.l.","LE_BH2871","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2561","2561","BH2040_OGDRIL_Baker Hughes S.r.l.","LE_BH2040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_E410","E410","CP1487_OGCPHS_Oil and Gas International Treasury Services Unlimited Company","LE_CP1487","BU_OGCPHS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_1330","1330","BH1330_OGDRIL_Jaguar LLC","LE_BH1330","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1350","1350","BH1350_OGDRIL_Petrolite International LLC","LE_BH1350","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6315","6315","BH6315_OGDRIL_Oilfield Services S.R.L., Israel Branch","LE_BH6315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5490","5490","BH9023_OGDRIL_Baker Hughes International Holdings LLC (Yangon Branch)","LE_BH9023","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6345","6345","BH9024_OGDRIL_BJ Services Company Middle East, Abu Dhabi Branch","LE_BH9024","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6190","6190","BH9026_OGDRIL_Hughes Services Middle East Company, Oman Tax Registration","LE_BH9026","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5095","5095","BH5095_OGDRIL_P.T. Baker Hughes Indonesia","LE_BH5095","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6350","6350","BH6350_OGDRIL_International Chemical Specialities FZE","LE_BH6350","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6066","6066","BH6900_OGDRIL_Baker Hughes INTEQ Syria, S.A.","LE_BH6900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3401","3401","BH3400_OGDRIL_Compania de Servicios Petroleros BJ Boliviana S.A.","LE_BH3400","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3405","3405","BH3405_OGDRIL_BJ Services de Guatemala Y CIA, Ltd.","LE_BH3405","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5115","5115","BH5115_OGDRIL_Baker Atlas (M) Sdn. Bhd.","LE_BH5115","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2815","2815","BH2872_OGDRIL_BJS Holdings 2 S.a r.l.","LE_BH2872","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2882","2882","BH2872_OGDRIL_BJS Holdings 2 S.a r.l.","LE_BH2872","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3410","3410","BH3410_OGDRIL_BJ Services de Nicaragua, S.R.L.","LE_BH3410","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2420","2420","BH2420_OGDRIL_OTL Holdings LLC","LE_BH2420","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_068F","068F","BH2475_OGDRIL_GCA International Limited","LE_BH2475","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_071F","071F","BH1365_OGDRIL_GeoMechanics International","LE_BH1365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1365","1365","BH1365_OGDRIL_GeoMechanics International","LE_BH1365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1435","1435","BH1365_OGDRIL_GeoMechanics International","LE_BH1365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_026F","026F","BH2050_OGDRIL_Baker Hughes (Nederland) B.V.","LE_BH2050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2051","2051","BH2050_OGDRIL_Baker Hughes (Nederland) B.V.","LE_BH2050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_E404","E404","DRS209_OGCPHS_GE OIL & GAS INDIA PRIVATE LIMITED","LE_DRS209","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_6900","6900","BH6900_OGDRIL_Baker Hughes INTEQ Syria, S.A.","LE_BH6900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7002","7002","BH7005_OGDRIL_International Professional Resources Limited","LE_BH7005","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3061","3061","BH9028_OGDRIL_Baker Hughes International Branches LLC, Ecuador Branch","LE_BH9028","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3091","3091","BH9029_OGDRIL_Baker Hughes International Branches LLC-Ltda. Sucursal Bolivia","LE_BH9029","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5125","5125","BH5125_OGDRIL_Baker Hughes New Zealand PTY Limited","LE_BH5125","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3420","3420","BH3420_OGDRIL_BJ Services y Compania, S.A. de C.V.","LE_BH3420","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3052","3052","BH3445_OGDRIL_Baker Hughes Servicios Petroleros de Chile Limitada","LE_BH3445","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_069F","069F","BH2480_OGDRIL_Gaffney, Cline & Associates Limited","LE_BH2480","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2873","2873","BH2873_OGDRIL_Baker Hughes Holdings 3 S. a r.l.","LE_BH2873","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2052","2052","BH2050_OGDRIL_Baker Hughes (Nederland) B.V.","LE_BH2050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2571","2571","BH2050_OGDRIL_Baker Hughes (Nederland) B.V.","LE_BH2050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5171","5171","BH2050_OGDRIL_Baker Hughes (Nederland) B.V.","LE_BH2050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_073F","073F","BH2515_OGDRIL_Baker Energy Limited","LE_BH2515","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_E405","E405","IF1237_OGCPHS_Baker Hughes Services Australia Pty Ltd","LE_IF1237","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_E407","E407","IF1241_OGCPHS_Vetco Gray Pte. Ltd.","LE_IF1241","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_3081","3081","BH9030_OGDRIL_Baker Hughes International Branches Inc. Peru Branch","LE_BH9030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2125","2125","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4037","4037","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4070","4070","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4240","4240","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4305","4305","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5092","5092","BH5185_OGDRIL_P.T. Baker Petrolite Indonesia","LE_BH5185","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5186","5186","BH5185_OGDRIL_P.T. Baker Petrolite Indonesia","LE_BH5185","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5311","5311","BH5310_OGDRIL_P.T. Baker Atlas Indonesia","LE_BH5310","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2380","2380","BH2874_OGDRIL_Baker Hughes Holdings 4 S. a r.l.","LE_BH2874","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2874","2874","BH2874_OGDRIL_Baker Hughes Holdings 4 S. a r.l.","LE_BH2874","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2891","2891","BH2874_OGDRIL_Baker Hughes Holdings 4 S. a r.l.","LE_BH2874","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_YSY2","YSY2","BH3445_OGDRIL_Baker Hughes Servicios Petroleros de Chile Limitada","LE_BH3445","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_074F","074F","BH2520_OGDRIL_Baker RDS Limited","LE_BH2520","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2875","2875","BH2875_OGDRIL_Baker Hughes Holdings 5 S.a r.l.","LE_BH2875","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1440","1440","BH1365_OGDRIL_GeoMechanics International","LE_BH1365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5375","5375","BH1365_OGDRIL_GeoMechanics International","LE_BH1365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1370","1370","BH1370_OGDRIL_Gaffney, Cline & Associates, Inc.","LE_BH1370","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3250","3250","BH9031_OGDRIL_Baker Hughes International Branches Inc. - US Virgin Islands","LE_BH9031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4215","4215","BH9032_OGDRIL_Baker Hughes International Branches LLC Chad Branch","LE_BH9032","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_077F","077F","BH9035_OGDRIL_Baker Hughes Limited, Sweden Branch","LE_BH9035","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5072","5072","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7032","7032","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7091","7091","BH7030_OGDRIL_Baker Hughes EHO Ltd.","LE_BH7030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5082","5082","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3450","3450","BH3450_OGDRIL_SEBEX Oil Well Services S.A.","LE_BH3450","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3470","3470","BH3470_OGDRIL_Baker Hughes Region Accounting Center SRL","LE_BH3470","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3555","3555","BH3555_OGDRIL_Operaciones Petroleras Soledad S. De R.L. De C.V.","LE_BH3555","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2884","2884","BH2876_OGDRIL_Baker Hughes International Financing S. a r.l.","LE_BH2876","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2161","2161","BH2877_OGDRIL_Baker Hughes International Holdings S.a.r.l.","LE_BH2877","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2230","2230","BH2877_OGDRIL_Baker Hughes International Holdings S.a.r.l.","LE_BH2877","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1380","1380","BH1380_OGDRIL_Baker Hughes Pulsfrac LLC","LE_BH1380","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_029F","029F","BH2060_OGDRIL_Baker Hughes Denmark ApS","LE_BH2060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_032F","032F","BH2070_OGDRIL_Baker Hughes Norge A/S","LE_BH2070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5136","5136","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_072F","072F","BH9036_OGDRIL_Baker Hughes Limited, Finland Branch","LE_BH9036","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4090","4090","BH9039_OGDRIL_Baker Hughes Operations SAS, Tunisia Branch","LE_BH9039","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_106F","106F","BH5315_OGDRIL_Baker Hughes (China) Oilfield Technology Service Co., Ltd.","LE_BH5315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5328","5328","BH5325_OGDRIL_Baker Hughes Services (Malaysia) Sdn. Bhd.","LE_BH5325","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5385","5385","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3562","3562","BH3560_OGDRIL_UNIPETRO BV S.A.","LE_BH3560","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4012","4012","BH4010_OGDRIL_Baker Hughes Cameroon S.A.","LE_BH4010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6152","6152","BH4025_OGDRIL_Baker Eastern, S.A.","LE_BH4025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2576","2576","BH2070_OGDRIL_Baker Hughes Norge A/S","LE_BH2070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2625","2625","BH2070_OGDRIL_Baker Hughes Norge A/S","LE_BH2070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2531","2531","BH2530_OGDRIL_LLC Baker Hughes Ukraine","LE_BH2530","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2541","2541","BH2540_OGDRIL_Baker Hughes Oilfield Equipment and Services Trade Ltd. Co","LE_BH2540","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4391","4391","BH9040_OGDRIL_Baker Hughes Operations SAS, Mozambique Branch","LE_BH9040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6295","6295","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7045","7045","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7126","7126","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7220","7220","BH7045_OGDRIL_Baker Hughes Asia Pacific Ltd.","LE_BH7045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7061","7061","BH7060_OGDRIL_Baker Hughes International Operations Limited","LE_BH7060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_U613","U613","OG1150_OGTBMS Baker Hughes Hungary Kft.","LE_OG1150","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U627","U627","OG1156_OGTBMS_GE OIL & GAS CAMEROON SARL","LE_OG1156","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_T639","T639","OG1159_OGTBMS_GE Oil & Gas International S.a r.l.","LE_OG1159","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U628","U628","OG1159_OGTBMS_GE Oil & Gas International S.a r.l.","LE_OG1159","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_T125","T125","IF1698_OGTBMS_Al-Shaheen GE Services Company","LE_IF1698","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_U121","U121","IF1698_OGTBMS_Al-Shaheen GE Services Company","LE_IF1698","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_6451","6451","SM0081_OGTBMS_Baker Hughes Osmonics SAS","LE_SM0081","BU_OGTBMS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_U290","U290","SM0081_OGTBMS_Baker Hughes Osmonics SAS","LE_SM0081","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U656","U656","OG1163_OGTBMS_GE Petroleum And Gas Uganda SMC Limited","LE_OG1163","BU_OGTBMS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_U208","U208","OG1003_OGTBMS_Lufkin Industries, LLC","LE_OG1003","BU_OGTBMS","GL_GLG06","OE_GLG06016","Oilfield SAP"
