"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LB","ASSOCIATED_LE","ASSOCIATED_BU"
"RF_YQ1001","YQ1001","EU-UK-LONDON-201 TALGARTH RD LONDON W6 8BJ_YQ10","LB_YQ10","LE_IF1246","BU_OGHDGS"
"RF_YQ2101","YQ2101","EU-UK-LONDON-201 TALGARTH RD LONDON W6 8BJ_YQ21","LB_YQ21","LE_IF1246","BU_OGCPHS"
"RF_YSZ801","YSZ801","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_YSZ8","LB_YSZ8","LE_LE0008","BU_OGHQTR"
"RF_056F01","056F01","EU-UK-London-Watson House, 54 Baker Street_056F","LB_056F","LE_BH2330","BU_OGDRIL"
"RF_057F01","057F01","EU-UK-London-Watson House, 54 Baker Street_057F","LB_057F","LE_BH2330","BU_OGHQTR"
"RF_233H01","233H01","EU-UK-London-Watson House, 54 Baker Street_233H","LB_233H","LE_BH2330","BU_OGHQTR"
"RF_R05001","R05001","EU-UK-Montrose-Charleton Road_R050","LB_R050","LE_IF1222","BU_OGSUBS"
"RF_R19002","R19002","EU-UK-MONTROSE-CHARLETON ROAD-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_S02402","S02402","EU-UK-Montrose-Montrose Learning and  Development Centre Charleton Road_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S02410","S02410","EU-UK-MONTROSE-CHARLETON ROAD - MFG-Assembly_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_R11901","R11901","EU-UK-Nailsea-01_LE_IF1279","LB_R119","LE_IF1279","BU_OGDRIL"
"RF_S02408","S02408","EU-UK-Nailsea-01-Controls_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S02407","S02407","EU-UK-NewcastleUponTyne-01-Wincomblee Road_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S06801","S06801","EU-UK-NewcastleUponTyne-01_LE_IF1772","LB_S068","LE_IF1772","BU_OGSUBS"
"RF_S07101","S07101","EU-UK-NewcastleUponTyne-01_ME_LB_WLS19","LB_S071","LE_IF1774","BU_OGSUBS"
"RF_S07401","S07401","EU-UK-NewcastleUponTyne-01_LE_IF1778","LB_S074","LE_IF1778","BU_OGSUBS"
"RF_M00201","M00201","EU-UK-NewcastleUponTyne-02_ME_LB_OGPII","LB_M002","LE_Y99000","BU_OGMEAS"
"RF_S02403","S02403","EU-UK-Montrose-Brent Avenue Manufacturing_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_R14301","R14301","EU-UK-Pershore-01_ME_LB_LK90","LB_R143","LE_IF1792","BU_OGDRIL"
"RF_R17601","R17601","EU-UK-Pershore-01_LE_IF1792","LB_R176","LE_IF1792","BU_OGDRIL"
"RF_S00101","S00101","EU-UK-Pershore-01_LE_IF1792","LB_S001","LE_IF1792","BU_OGSUBS"
"RF_U12701","U12701","EU-UK-Pershore-01_ME_LB_ALLGE","LB_U127","LE_IF1792","BU_OGTBMS"
"RF_R19001","R19001","EU-UK-PETERHEAD-BLACKHOUSE CIRCLE BLACKHOUSE INDUSTRIAL-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_S02404","S02404","EU-UK-Montrose-Montrose Service Centre_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S02405","S02405","EU-UK-Aberdeen-Hareness Road - Altens_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S02406","S02406","EU-UK-Aberdeen-Blackness Road - Altens - ELTO_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_601001","601001","EU-UK-Skelmersdale-02-colo_ME_LB_MC775","LB_6010","LE_IS0093","BU_OGMEAS"
"RF_M07301","M07301","EU-UK-Skelmersdale-02-colo_ME_LB_DR354","LB_M073","LE_DRS431","BU_OGTBMS"
"RF_M07401","M07401","EU-UK-Skelmersdale-02-colo_ME_LB_DR257","LB_M074","LE_DRS431","BU_OGTBMS"
"RF_M24301","M24301","EU-UK-Skelmersdale-02-colo_LE_DRS431","LB_M243","LE_DRS431","BU_OGTBMS"
"RF_TX6501","TX6501","EU-UK-Skelmersdale-02-colo_ME_LB_DR723","LB_TX65","LE_DRS431","BU_OGTBMS"
"RF_620001","620001","EU-UK-Warrington-01_ME_LB_B397:Shared-001","LB_6200","LE_I10200","BU_OGMEAS"
"RF_M41001","M41001","EU-UK-Warrington-01_ME_LB_B397","LB_M410","LE_I10200","BU_OGMEAS"
"RF_M41037","M41037","EU-GB-Bracknell-The Arena, Downshire Way_M410","LB_M410","LE_I10200","BU_OGMEAS"
"RF_U18237","U18237","EU-GB-Bracknell-The Arena, Downshire Way_U182","LB_U182","LE_I10200","BU_OGTBMS"
"RF_H60901","H60901","EU-UK-Tring-The Counting House, 9 High Street-LB_H609","LB_H609","LE_IF1752","BU_OGHQTR"
"RF_647001","647001","EU-UK-Rugby-Leicester Road, Building 4_6470","LB_6470","LE_TR0009","BU_OGMEAS"
"RF_091F01","091F01","EU-UK-Aberdeen-Unit 2, James Gregory Centre Campus 2_091F","LB_091F","LE_BH2685","BU_OGDRIL"
"RF_048F01","048F01","EU-UK-Aberden-Pitmedden Road_048F","LB_048F","LE_BH2295","BU_OGDRIL"
"RF_046F01","046F01","EU-UK-London-14th & 15th Floors Orion House_046F","LB_046F","LE_BH2245","BU_OGDRIL"
"RF_047F01","047F01","EU-UK-London-6th Floor, 1 Heathcock Court_047F","LB_047F","LE_BH2265","BU_OGDRIL"
"RF_007F01","007F01","EU-UK-Aberdeen-Stoneywood Park North Dyce_007F","LB_007F","LE_BH2010","BU_OGDRIL"
"RF_008F01","008F01","EU-UK-Aberdeen-Stoneywood Park North Dyce_008F","LB_008F","LE_BH2010","BU_OGMEAS"
"RF_009F01","009F01","EU-UK-Aberdeen-Stoneywood Park North Dyce_009F","LB_009F","LE_BH2010","BU_OGHQTR"
"RF_073F01","073F01","EU-UK-Aberdeen-Stoneywood Park North Dyce_073F","LB_073F","LE_BH2515","BU_OGDRIL"
"RF_074F01","074F01","EU-UK-Aberdeen-Stoneywood Park North_074F","LB_074F","LE_BH2520","BU_OGDRIL"
"RF_075F01","075F01","EU-UK-Aberdeen-Stoneywood Park North_075F","LB_075F","LE_BH2520","BU_OGMEAS"
"RF_076F01","076F01","EU-UK-Aberdeen-Stoneywood Park North_076F","LB_076F","LE_BH2520","BU_OGHQTR"
"RF_251H01","251H01","EU-UK-Aberdeen-Stoneywood Park North Dyce_251H","LB_251H","LE_BH2520","BU_OGHQTR"
"RF_252D01","252D01","EU-UK-Aberdeen-Stoneywood Park North Dyce_252D","LB_252D","LE_BH2520","BU_OGMEAS"
"RF_289901","289901","EU-UK-Aberdeen-Stoneywood Park North_2899","LB_2899","LE_OG1049","BU_OGDRIL"
"RF_201101","201101","EU-UK-BAKER-LB_2011","LB_2011","LE_BH2010","BU_OGDRIL"
"RF_201201","201201","EU-UK-BAKER-LB_2012","LB_2012","LE_OG1190","BU_OGDRIL"
"RF_201501","201501","EU-UK-BAKER-LB_2015","LB_2015","LE_BH2010","BU_OGDRIL"
"RF_201A01","201A01","EU-UK-BAKER-LB_201A","LB_201A","LE_BH2010","BU_OGOFSV"
"RF_201D01","201D01","EU-UK-BAKER-LB_201D","LB_201D","LE_BH2010","BU_OGMEAS"
"RF_211101","211101","EU-UK-BAKER-LB_2111","LB_2111","LE_BH9003","BU_OGDRIL"
"RF_224501","224501","EU-UK-BAKER-LB_2245","LB_2245","LE_BH2245","BU_OGDRIL"
"RF_226501","226501","EU-UK-BAKER-LB_2265","LB_2265","LE_BH2265","BU_OGDRIL"
"RF_227001","227001","EU-UK-BAKER-LB_2270","LB_2270","LE_BH2270","BU_OGDRIL"
"RF_227D01","227D01","EU-UK-BAKER-LB_227D","LB_227D","LE_BH2270","BU_OGMEAS"
"RF_229001","229001","EU-UK-BAKER-LB_2290","LB_2290","LE_BH2290","BU_OGDRIL"
"RF_229501","229501","EU-UK-BAKER-LB_2295","LB_2295","LE_BH2295","BU_OGDRIL"
"RF_233001","233001","EU-UK-BAKER-LB_2330","LB_2330","LE_BH2330","BU_OGDRIL"
"RF_233A01","233A01","EU-UK-BAKER-LB_233A","LB_233A","LE_BH2330","BU_OGOFSV"
"RF_234501","234501","EU-UK-BAKER-LB_2345","LB_2345","LE_BH2345","BU_OGDRIL"
"RF_247501","247501","EU-UK-BAKER-LB_2475","LB_2475","LE_BH2475","BU_OGDRIL"
"RF_248101","248101","EU-UK-BAKER-LB_2481","LB_2481","LE_BH2480","BU_OGDRIL"
"RF_251501","251501","EU-UK-BAKER-LB_2515","LB_2515","LE_BH2515","BU_OGDRIL"
"RF_252101","252101","EU-UK-BAKER-LB_2521","LB_2521","LE_BH2520","BU_OGDRIL"
"RF_255501","255501","EU-UK-BAKER-LB_2555","LB_2555","LE_BH2555","BU_OGDRIL"
"RF_255E01","255E01","EU-UK-BAKER-LB_255E","LB_255E","LE_BH2555","BU_OGMEAS"
"RF_262101","262101","EU-UK-BAKER-LB_2621","LB_2621","LE_BH2620","BU_OGDRIL"
"RF_262D01","262D01","EU-UK-BAKER-LB_262D","LB_262D","LE_BH2620","BU_OGMEAS"
"RF_265501","265501","EU-UK-BAKER-LB_2655","LB_2655","LE_BH2655","BU_OGDRIL"
"RF_265E01","265E01","EU-UK-BAKER-LB_265E","LB_265E","LE_BH2655","BU_OGMEAS"
"RF_268501","268501","EU-UK-BAKER-LB_2685","LB_2685","LE_BH2685","BU_OGDRIL"
"RF_270301","270301","EU-UK-BAKER-LB_2703","LB_2703","LE_BH2700","BU_OGDRIL"
"RF_270501","270501","EU-UK-BAKER-LB_2705","LB_2705","LE_BH2705","BU_OGDRIL"
"RF_270A01","270A01","EU-UK-BAKER-LB_270A","LB_270A","LE_BH2700","BU_OGOFSV"
"RF_270D01","270D01","EU-UK-BAKER-LB_270D","LB_270D","LE_BH2700","BU_OGMEAS"
"RF_270E01","270E01","EU-UK-BAKER-LB_270E","LB_270E","LE_BH2705","BU_OGMEAS"
"RF_282001","282001","EU-UK-BAKER-LB_2820","LB_2820","LE_BH2820","BU_OGDRIL"
"RF_282D01","282D01","EU-UK-BAKER-LB_282D","LB_282D","LE_BH2820","BU_OGMEAS"
"RF_286901","286901","EU-UK-BAKER-LB_2869","LB_2869","LE_BH2869","BU_OGDRIL"
"RF_286H01","286H01","EU-UK-BAKER-Scotland-Aberdeen-Baker Hughes Bldg_286H","LB_286H","LE_BH2869","BU_OGHQTR"
"RF_289201","289201","EU-UK-BAKER-LB_2892","LB_2892","LE_BH2892","BU_OGDRIL"
"RF_210101","210101","EU-AL-BAKER-LB_2101","LB_2101","LE_BH9010","BU_OGDRIL"
"RF_210A01","210A01","EU-AL-BAKER-LB_210A","LB_210A","LE_BH1070","BU_OGOFSV"
"RF_546101","546101","EU-BD-BAKER-LB_5461","LB_5461","LE_BH2655","BU_OGDRIL"
"RF_319001","319001","EU-BX-BAKER-LB_3190","LB_3190","LE_BH3190","BU_OGDRIL"
"RF_319501","319501","EU-BX-BAKER-LB_3195","LB_3195","LE_BH3195","BU_OGDRIL"
"RF_319H01","319H01","EU-BX-BAKER-TBD_319H","LB_319H","LE_BH3190","BU_OGHQTR"
"RF_334501","334501","EU-BX-BAKER-LB_3345","LB_3345","LE_BH3345","BU_OGDRIL"
"RF_507H01","507H01","EU-BU-Hamilton-41 Cedar Avenue_BH7030_507H","LB_507H","LE_BH7030","BU_OGHQTR"
"RF_507201","507201","EU-BU-BAKER-LB_5072","LB_5072","LE_BH7030","BU_OGDRIL"
"RF_703201","703201","EU-BU-BAKER-LB_7032","LB_7032","LE_BH7030","BU_OGDRIL"
"RF_703A01","703A01","EU-BU-BAKER-LB_703A","LB_703A","LE_BH2125","BU_OGOFSV"
"RF_703D01","703D01","EU-BU-BAKER-LB_703D","LB_703D","LE_BH7030","BU_OGMEAS"
"RF_704101","704101","EU-BU-BAKER-LB_7041","LB_7041","LE_BH3020","BU_OGDRIL"
"RF_708201","708201","EU-BU-BAKER-LB_7082","LB_7082","LE_BH7080","BU_OGDRIL"
"RF_708H01","708H01","EU-BU-BAKER-Hamilton-41 Cedar Avenue, BM_708H","LB_708H","LE_BH7080","BU_OGHQTR"
"RF_309101","309101","EU-BV-BAKER-LB_3091","LB_3091","LE_BH9029","BU_OGDRIL"
"RF_309A01","309A01","EU-BV-BAKER-LB_309A","LB_309A","LE_BH1900","BU_OGOFSV"
"RF_309H01","309H01","EU-BV-BAKER-SANTA CRUZ DE LA SIERRA-AV DOBLE VIA LA GUARDIA KM 7 S/N BARRIO BEREA_309H","LB_309H","LE_BH9029","BU_OGHQTR"
"RF_310801","310801","EU-BV-BAKER-LB_3108","LB_3108","LE_BH9008","BU_OGDRIL"
"RF_340101","340101","EU-BV-BAKER-LB_3401","LB_3401","LE_BH3400","BU_OGDRIL"
"RF_548001","548001","EU-CB-BAKER-LB_5480","LB_5480","LE_BH5480","BU_OGDRIL"
"RF_704501","704501","EU-CV-BAKER-LB_7045","LB_7045","LE_BH7045","BU_OGDRIL"
"RF_704A01","704A01","EU-CV-BAKER-LB_704A","LB_704A","LE_BH4160","BU_OGOFSV"
"RF_704D01","704D01","EU-CV-BAKER-LB_704D","LB_704D","LE_BH7045","BU_OGMEAS"
"RF_706101","706101","EU-CV-BAKER-LB_7061","LB_7061","LE_BH7060","BU_OGDRIL"
"RF_706501","706501","EU-CV-BAKER-LB_7065","LB_7065","LE_BH7065","BU_OGDRIL"
"RF_706A01","706A01","EU-CV-BAKER-LB_706A","LB_706A","LE_BH6280","BU_OGOFSV"
"RF_709101","709101","EU-CV-BAKER-LB_7091","LB_7091","LE_BH7030","BU_OGDRIL"
"RF_711501","711501","EU-CV-BAKER-LB_7115","LB_7115","LE_BH2385","BU_OGDRIL"
"RF_712101","712101","EU-CV-BAKER-LB_7121","LB_7121","LE_BH2385","BU_OGDRIL"
"RF_713101","713101","EU-CV-BAKER-LB_7131","LB_7131","LE_BH7130","BU_OGDRIL"
"RF_713501","713501","EU-CV-BAKER-LB_7135","LB_7135","LE_BH1031","BU_OGDRIL"
"RF_714501","714501","EU-CV-BAKER-LB_7145","LB_7145","LE_BH1080","BU_OGDRIL"
"RF_714A01","714A01","EU-CV-BAKER-LB_714A","LB_714A","LE_BH7145","BU_OGOFSV"
"RF_721101","721101","EU-CV-BAKER-LB_7211","LB_7211","LE_BH7777","BU_OGDRIL"
"RF_722501","722501","EU-CV-BAKER-LB_7225","LB_7225","LE_BH7225","BU_OGDRIL"
"RF_725001","725001","EU-CV-BAKER-LB_7250","LB_7250","LE_BH7250","BU_OGDRIL"
"RF_725A01","725A01","EU-CV-BAKER-LB_725A","LB_725A","LE_BH4270","BU_OGOFSV"
"RF_725D01","725D01","EU-CV-BAKER-George Town-Ugland House, PO Box 309, South Church Street, George Town_725D","LB_725D","LE_BH7250","BU_OGMEAS"
"RF_730401","730401","EU-CV-BAKER-LB_7304","LB_7304","LE_BH7300","BU_OGDRIL"
"RF_730A01","730A01","EU-CV-BAKER-LB_730A","LB_730A","LE_BH7300","BU_OGOFSV"
"RF_777701","777701","EU-CV-BAKER-LB_7777","LB_7777","LE_BH1200","BU_OGDRIL"
"RF_777D01","777D01","EU-CV-BAKER-LB_777D","LB_777D","LE_BH1200","BU_OGMEAS"
"RF_446501","446501","SSA-CD-Ndjamena-Klemat 3eme Arrondissement, Porte 0112, Rue 3283_4465","LB_4465","LE_OG1169","BU_OGDRIL"
"RF_YSW901","YSW901","SSA-CD-N-djamena-Klemat 3eme Arrondissement, Porte 0112, Rue 3283_YSW9","LB_YSW9","LE_OG1169","BU_OGSUBS"
"RF_YSW801","YSW801","SSA-CD-Kome-C/O Esso Kome Base_YSW8","LB_YSW8","LE_BH9032","BU_OGSUBS"
"RF_YSZ901","YSZ901","SSA-CD-Abidjan-01-01 BP 3337 Abidjan 01_YSZ9","LB_YSZ9","LE_BH9105","BU_OGDRIL"
"RF_404202","404202","SSA-CD-BAKER-LB_4042","LB_4042","LE_BH4040","BU_OGDRIL"
"RF_421501","421501","EU-CD-BAKER-LB_4215","LB_4215","LE_BH9032","BU_OGDRIL"
"RF_421B01","421B01","EU-CD-BAKER-LB_421B","LB_421B","LE_BH1900","BU_OGOFSV"
"RF_335001","335001","EU-CR-BAKER-LB_3350","LB_3350","LE_BH1900","BU_OGDRIL"
"RF_S27101","S27101","EU-CW-Abidjan -Cocody, Deux Plateaux-LB_S271","LB_S271","LE_CP1194","BU_OGSUBS"
"RF_422501","422501","EU-CW-BAKER-LB_4225","LB_4225","LE_BH9105","BU_OGDRIL"
"RF_422A01","422A01","EU-CW-BAKER-LB_422A","LB_422A","LE_BH2125","BU_OGOFSV"
"RF_422D01","422D01","EU-CW-BAKER-LB_422D","LB_422D","LE_BH9105","BU_OGMEAS"
"RF_433501","433501","EU-CW-BAKER-LB_4335","LB_4335","LE_BH2620","BU_OGDRIL"
"RF_433D01","433D01","EU-CW-BAKER-LB_433D","LB_433D","LE_BH2620","BU_OGMEAS"
"RF_334001","334001","EU-CC-BAKER-LB_3340","LB_3340","LE_BH3340","BU_OGDRIL"
"RF_334A01","334A01","EU-CC-BAKER-LB_334A","LB_334A","LE_BH3340","BU_OGOFSV"
"RF_YQ1101","YQ1101","MENAT-CY-NICOSIA-KALLIPOLEOS & IFIGENIAS 1, BUILDING AMARAL 30_YQ11","LB_YQ11","LE_IF1810","BU_OGDRIL"
"RF_214501","214501","EU-CY-BAKER-LB_2145","LB_2145","LE_BH2145","BU_OGDRIL"
"RF_274501","274501","EU-CY-BAKER-LB_2745","LB_2745","LE_BH2745","BU_OGDRIL"
"RF_274D01","274D01","EU-CY-BAKER-LB_274D","LB_274D","LE_BH2745","BU_OGMEAS"
"RF_274H01","274H01","EU-CY-BAKER-Nicosia-66 Makarios Avenue_274H","LB_274H","LE_BH2745","BU_OGHQTR"
"RF_275501","275501","EU-CY-BAKER-LB_2755","LB_2755","LE_BH1445","BU_OGDRIL"
"RF_276001","276001","EU-CY-BAKER-LB_2760","LB_2760","LE_BH2760","BU_OGDRIL"
"RF_322501","322501","EU-SV-BAKER-LB_3225","LB_3225","LE_BH3225","BU_OGDRIL"
"RF_342001","342001","EU-SV-BAKER-LB_3420","LB_3420","LE_BH3420","BU_OGDRIL"
"RF_442501","442501","EU-ET-BAKER-LB_4425","LB_4425","LE_BH9122","BU_OGDRIL"
"RF_072F01","072F01","EU-FD-Vantaa-Rajatorpantie_072F","LB_072F","LE_BH9036","BU_OGDRIL"
"RF_249501","249501","EU-FD-BAKER-LB_2495","LB_2495","LE_BH9036","BU_OGDRIL"
"RF_249A01","249A01","EU-FD-BAKER-LB_249A","LB_249A","LE_BH2010","BU_OGOFSV"
"RF_406201","406201","EU-GB-BAKER-LB_4062","LB_4062","LE_BH4060","BU_OGDRIL"
"RF_406A01","406A01","EU-GB-BAKER-LB_406A","LB_406A","LE_BH4060","BU_OGOFSV"
"RF_406D01","406D01","EU-GB-BAKER-LB_406D","LB_406D","LE_BH4060","BU_OGMEAS"
"RF_406H01","406H01","EU-GB-BAKER-Port Gentil, Ogooue-Maritime-BP 587, Oprag Port_406H","LB_406H","LE_BH4060","BU_OGHQTR"
"RF_433001","433001","EU-GB-BAKER-LB_4330","LB_4330","LE_BH9061","BU_OGDRIL"
"RF_282501","282501","EU-GT-BAKER-LB_2825","LB_2825","LE_BH2385","BU_OGDRIL"
"RF_340501","340501","EU-GM-BAKER-LB_3405","LB_3405","LE_BH3405","BU_OGDRIL"
"RF_049F01","049F01","EU-IC-Reykjavik-Storhofda 21_049F","LB_049F","LE_BH9048","BU_OGDRIL"
"RF_050F01","050F01","EU-IC-Reykjavik-Storhofda 21_050F","LB_050F","LE_BH9048","BU_OGHQTR"
"RF_230001","230001","EU-IC-BAKER-LB_2300","LB_2300","LE_BH9048","BU_OGDRIL"
"RF_230A01","230A01","EU-IC-BAKER-LB_230A","LB_230A","LE_BH2070","BU_OGOFSV"
"RF_230Q01","230Q01","EU-IC-BAKER-Iceland-Reykjavik_Storhofda 21, 110 IS_230Q","LB_230Q","LE_BH9048","BU_OGHQTR"
"RF_116M01","116M01","EU-IR-TEL AVIV-98 Yigal Alon St_116M","LB_116M","LE_BR2472","BU_OGMEAS"
"RF_R62101","R62101","EU-IR-TEL AVIV-98 Yigal Alon St_R621","LB_R621","LE_BR2472","BU_OGDRIL"
"RF_S28001","S28001","EU-IR-TEL AVIV-98 Yigal Alon St_S280","LB_S280","LE_BR2472","BU_OGSUBS"
"RF_T63701","T63701","EU-IR-TEL AVIV-98 Yigal Alon St_T637","LB_T637","LE_BR2472","BU_OGTBMS"
"RF_U05892","U05892","EU-IR-Tel Aviv-98 Yigal Alon St., Electra Tower 49th Floor, 6789141_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U62501","U62501","EU-IR-TEL AVIV-98 Yigal Alon St_U625","LB_U625","LE_BR2472","BU_OGTBMS"
"RF_631501","631501","EU-IR-BAKER-LB_6315","LB_6315","LE_BH6315","BU_OGDRIL"
"RF_631A01","631A01","EU-IR-BAKER-LB_631A","LB_631A","LE_BH6315","BU_OGOFSV"
"RF_639001","639001","EU-JN-BAKER-LB_6390","LB_6390","LE_BH9104","BU_OGDRIL"
"RF_H33401","H33401","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_H334","LB_H334","LE_OG1159","BU_OGHQTR"
"RF_M61301","M61301","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_M613","LB_M613","LE_OG1159","BU_OGMEAS"
"RF_R62201","R62201","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_R622","LB_R622","LE_OG1159","BU_OGDRIL"
"RF_S28101","S28101","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_S281","LB_S281","LE_OG1159","BU_OGSUBS"
"RF_T63901","T63901","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_T639","LB_T639","LE_OG1159","BU_OGTBMS"
"RF_U62801","U62801","EU-LU-LUXEMBOURG CITY-5 Rue des Capucins_U628","LB_U628","LE_OG1159","BU_OGTBMS"
"RF_080F01","080F01","EU-LU-Luxembourg City-12 rue Jean Engling,Appt 10B_080F","LB_080F","LE_BH2388","BU_OGDRIL"
"RF_081F01","081F01","EU-LU-Luxembourg City-12 rue Jean Engling,Appt 10B_081F","LB_081F","LE_BH2388","BU_OGHQTR"
"RF_258E01","258E01","EU-LU-LUXEMBOURG CITY-12 rue Jean Engling, Appt 10B_258E","LB_258E","LE_BH2388","BU_OGMEAS"
"RF_258H01","258H01","EU-LU-Luxembourg City-12 rue Jean Engling, Appt 10B_BH2388_258H","LB_258H","LE_BH2388","BU_OGHQTR"
"RF_258Q01","258Q01","EU-LU-Luxembourg City-12 rue Jean Engling, Appt 10B_BH2388_258Q","LB_258Q","LE_BH2388","BU_OGHQTR"
"RF_288201","288201","EU -LU-BAKER_2882","LB_2882","LE_BH2872","BU_OGDRIL"
"RF_288401","288401","EU -LU-BAKER_2884","LB_2884","LE_BH2876","BU_OGDRIL"
"RF_288701","288701","EU -LU-BAKER_2887","LB_2887","LE_BH2877","BU_OGDRIL"
"RF_238501","238501","EU-LU-BAKER-LB_2385","LB_2385","LE_BH2385","BU_OGDRIL"
"RF_242501","242501","EU-LU-BAKER-LB_2425","LB_2425","LE_BH2385","BU_OGDRIL"
"RF_258101","258101","EU-LU-BAKER-LB_2581","LB_2581","LE_BH2388","BU_OGDRIL"
"RF_258201","258201","EU-LU-BAKER-LB_2582","LB_2582","LE_BH2388","BU_OGDRIL"
"RF_258A01","258A01","EU-LU-BAKER-LB_258A","LB_258A","LE_BH2388","BU_OGOFSV"
"RF_272501","272501","EU-LU-BAKER-LB_2725","LB_2725","LE_BH2725","BU_OGDRIL"
"RF_273101","273101","EU-LU-BAKER-LB_2731","LB_2731","LE_BH2730","BU_OGDRIL"
"RF_277501","277501","EU-LU-BAKER-LB_2775","LB_2775","LE_BH2871","BU_OGDRIL"
"RF_281501","281501","EU-LU-BAKER-LB_2815","LB_2815","LE_BH2872","BU_OGDRIL"
"RF_287101","287101","EU-LU-BAKER-LB_2871","LB_2871","LE_BH2871","BU_OGDRIL"
"RF_287201","287201","EU-LU-BAKER-LB_2872","LB_2872","LE_BH2871","BU_OGDRIL"
"RF_287301","287301","EU-LU-BAKER-LB_2873","LB_2873","LE_BH2873","BU_OGDRIL"
"RF_287401","287401","EU-LU-BAKER-LB_2874","LB_2874","LE_BH2874","BU_OGDRIL"
"RF_287501","287501","EU-LU-BAKER-LB_2875","LB_2875","LE_BH2875","BU_OGDRIL"
"RF_287601","287601","EU-LU-BAKER-LB_2876","LB_2876","LE_BH2310","BU_OGDRIL"
"RF_287701","287701","EU-LU-BAKER-LB_2877","LB_2877","LE_BH2310","BU_OGDRIL"
"RF_287801","287801","EU-LU-BAKER-LB_2878","LB_2878","LE_BH2878","BU_OGDRIL"
"RF_287901","287901","EU-LU-BAKER-LB_2879","LB_2879","LE_BH2879","BU_OGDRIL"
"RF_289101","289101","EU-LU-BAKER-LB_2891","LB_2891","LE_BH2874","BU_OGDRIL"
"RF_423001","423001","EU-MN-BAKER-LB_4230","LB_4230","LE_BH9101","BU_OGDRIL"
"RF_423A01","423A01","EU-MN-BAKER-LB_423A","LB_423A","LE_BH2125","BU_OGOFSV"
"RF_535301","535301","EU-MM-BAKER-LB_5353","LB_5353","LE_BH9083","BU_OGDRIL"
"RF_549001","549001","EU-MM-BAKER-LB_5490","LB_5490","LE_BH9023","BU_OGDRIL"
"RF_549A01","549A01","EU-MM-BAKER-LB_549A","LB_549A","LE_BH1425","BU_OGOFSV"
"RF_549D01","549D01","EU-MM-BAKER-LB_549D","LB_549D","LE_BH9023","BU_OGMEAS"
"RF_407001","407001","EU-NA-BAKER-LB_4070","LB_4070","LE_BH7030","BU_OGDRIL"
"RF_407A01","407A01","EU-NA-BAKER-LB_407A","LB_407A","LE_BH2125","BU_OGOFSV"
"RF_330501","330501","EU-NC-BAKER-LB_3305","LB_3305","LE_BH1900","BU_OGDRIL"
"RF_341001","341001","EU-NC-BAKER-LB_3410","LB_3410","LE_BH3410","BU_OGDRIL"
"RF_626501","626501","EU-PX-BAKER-LB_6265","LB_6265","LE_BH4025","BU_OGDRIL"
"RF_627101","627101","EU-PX-BAKER-LB_6271","LB_6271","LE_BH4025","BU_OGDRIL"
"RF_690001","690001","EU-PX-BAKER-LB_6900","LB_6900","LE_BH6900","BU_OGDRIL"
"RF_711201","711201","EU-PX-BAKER-LB_7112","LB_7112","LE_BH4025","BU_OGDRIL"
"RF_084F01","084F01","EU-PT-Queijas, Lisbon-14, Linda-A-Pastora_084F","LB_084F","LE_BH9049","BU_OGDRIL"
"RF_085F01","085F01","EU-PT-Queijas, Lisbon-14, Linda-A-Pastora_085F","LB_085F","LE_BH9049","BU_OGMEAS"
"RF_267101","267101","EU-PT-BAKER-LB_2671","LB_2671","LE_BH9049","BU_OGDRIL"
"RF_267A01","267A01","EU-PT-BAKER-LB_267A","LB_267A","LE_BH2220","BU_OGOFSV"
"RF_267D01","267D01","EU-PT-BAKER-LB_267D","LB_267D","LE_BH9049","BU_OGMEAS"
"RF_204202","204202","EU-HR-BAKER-LB_2042","LB_2042","LE_BH2040","BU_OGDRIL"
"RF_204A02","204A02","EU-RS-BAKER-LB_204A","LB_204A","LE_BH2040","BU_OGOFSV"
"RF_202202","202202","EU-BG-BAKER-LB_2022","LB_2022","LE_BH2020","BU_OGDRIL"
"RF_U05893","U05893","EU-GR-Athens-8-10 Sorou Street, Marousi, 15125_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_M16201","M16201","INDIA-IN-Bangalore-01-colo_ME_LB_SIINR","LB_M162","LE_I00162","BU_OGMEAS"
