"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LB","ASSOCIATED_LE","ASSOCIATED_BU"
"RF_M29001","M29001","EU-ES-Madrid-02-colo_LE_I00898","LB_M290","LE_I00898","BU_OGMEAS"
"RF_R18201","R18201","EU-ES-Madrid-02-colo_LE_IF1825","LB_R182","LE_IF1825","BU_OGSUBS"
"RF_TX7301","TX7301","EU-ES-Madrid-02-colo_ME_LB_CSAC1","LB_TX73","LE_I00T35","BU_OGTBMS"
"RF_608001","608001","EU-SE-Danderyd-01-colo_ME_LB_B390","LB_6080","LE_PS0037","BU_OGMEAS"
"RF_M24601","M24601","EU-SE-Danderyd-01-colo_ME_LB_DR021","LB_M246","LE_DRS021","BU_OGTBMS"
"RF_M25501","M25501","EU-SE-Danderyd-01-colo_ME_LB_DR452","LB_M255","LE_DRS452","BU_OGTBMS"
"RF_M30801","M30801","EU-SE-Danderyd-01-colo_ME_LB_DR450","LB_M308","LE_DRS460","BU_OGTBMS"
"RF_U22602","U22602","EU-SE-Danderyd-Vendevagen 89_U226","LB_U226","LE_BR0426","BU_OGTBMS"
"RF_U30901","U30901","EU-SE-Tullinge-146 33 Sadelmakarvagen 9 Box 566-LB_U309","LB_U309","LE_PS0037","BU_OGTBMS"
"RF_U22601","U22601","BR0426_OGTBMS_General Electric International, Inc. - Branch - SW","LB_U226","LE_BR0426","BU_OGTBMS"
"RF_077F01","077F01","EU-SE-Grebbestad-Langeby 28_077F","LB_077F","LE_BH9035","BU_OGDRIL"
"RF_253501","253501","EU-SE-BAKER-LB_2535","LB_2535","LE_BH9035","BU_OGDRIL"
"RF_253B01","253B01","EU-SE-BAKER-LB_253B","LB_253B","LE_BH2010","BU_OGOFSV"
"RF_M25401","M25401","EU-CH-Zurich-02_ME_LB_DR444","LB_M254","LE_DRS444","BU_OGTBMS"
"RF_T77101","T77101","EU-CH-Baden-5401 Brown-Boveri-Strasse 7_T771","LB_T771","LE_BR2604","BU_OGTBMS"
"RF_TX9901","TX9901","EU-CH-Baden-5401 Brown-Boveri-Strasse 7_TX99","LB_TX99","LE_CP0111","BU_OGTBMS"
"RF_259H01","259H01","EU-CH-Nyon-Place Terribilini 1_BH2388_259H","LB_259H","LE_BH9052","BU_OGHQTR"
"RF_272T01","272T01","EU-CH-Nyon-Place Terribilini 1_272T","LB_272T","LE_BH2720","BU_OGTBMS"
"RF_058F01","058F01","EU-CH-Zurich-Usteristrasse 12_058F","LB_058F","LE_BH9053","BU_OGDRIL"
"RF_059F01","059F01","EU-CH-Zurich-Usteristrasse 12_059F","LB_059F","LE_BH9053","BU_OGDRIL"
"RF_060F01","060F01","EU-CH-Zurich-Usteristrasse 12_060F","LB_060F","LE_BH9053","BU_OGHQTR"
"RF_061F01","061F01","EU-CH-Zurich-Usteristrasse 12_061F","LB_061F","LE_BH9053","BU_OGDRIL"
"RF_062F01","062F01","EU-CH-Zurich-Usteristrasse 12_062F","LB_062F","LE_BH9053","BU_OGHQTR"
"RF_063F01","063F01","EU-CH-Zurich-Usteristrasse 12_063F","LB_063F","LE_BH9053","BU_OGDRIL"
"RF_064F01","064F01","EU-CH-Zurich-Usteristrasse 12_064F","LB_064F","LE_BH9053","BU_OGDRIL"
"RF_065F01","065F01","EU-CH-Zurich-Usteristrasse 12_065F","LB_065F","LE_BH9053","BU_OGHQTR"
"RF_238H01","238H01","EU-CH-Zurichn-Usteristrasse 12_BH2388_238H","LB_238H","LE_BH9053","BU_OGHQTR"
"RF_239H01","239H01","EU-CH-Zurichn-Usteristrasse 12_BH2388_239H","LB_239H","LE_BH9053","BU_OGHQTR"
"RF_239Q01","239Q01","EU-CH-Zurichn-Usteristrasse 12_BH2388_239Q","LB_239Q","LE_BH9053","BU_OGHQTR"
"RF_223001","223001","EU-SZ-BAKER-LB_2230","LB_2230","LE_BH2877","BU_OGDRIL"
"RF_223H01","223H01","EU-SZ-BAKER-LB_223H","LB_223H","LE_BH2877","BU_OGHQTR"
"RF_237H01","237H01","EU-SZ-BAKER-Zurich-Usteristrasse 12_237H","LB_237H","LE_BH9053","BU_OGHQTR"
"RF_238601","238601","EU-SZ-BAKER-LB_2386","LB_2386","LE_BH9053","BU_OGDRIL"
"RF_238801","238801","EU-SZ-BAKER-LB_2388","LB_2388","LE_BH9053","BU_OGDRIL"
"RF_239001","239001","EU-SZ-BAKER-LB_2390","LB_2390","LE_BH9053","BU_OGDRIL"
"RF_239101","239101","EU-SZ-BAKER-LB_2391","LB_2391","LE_BH9053","BU_OGDRIL"
"RF_239201","239201","EU-SZ-BAKER-LB_2392","LB_2392","LE_BH9053","BU_OGDRIL"
"RF_239301","239301","EU-SZ-BAKER-LB_2393","LB_2393","LE_BH9053","BU_OGDRIL"
"RF_239401","239401","EU-SZ-BAKER-LB_2394","LB_2394","LE_BH9053","BU_OGDRIL"
"RF_258501","258501","EU-SZ-BAKER-LB_2585","LB_2585","LE_BH9053","BU_OGDRIL"
"RF_258D01","258D01","EU-SZ-BAKER-LB_258D","LB_258D","LE_BH9053","BU_OGMEAS"
"RF_259101","259101","EU-SZ-BAKER-LB_2591","LB_2591","LE_BH9052","BU_OGDRIL"
"RF_259501","259501","EU-SZ-BAKER-LB_2595","LB_2595","LE_BH2595","BU_OGDRIL"
"RF_259A01","259A01","EU-SZ-BAKER-LB_259A","LB_259A","LE_BH2388","BU_OGOFSV"
"RF_259D01","259D01","EU-SZ-BAKER-LB_259D","LB_259D","LE_BH9052","BU_OGMEAS"
"RF_269501","269501","EU-SZ-BAKER-LB_2695","LB_2695","LE_BH2595","BU_OGDRIL"
"RF_272101","272101","EU-SZ-BAKER-LB_2721","LB_2721","LE_BH2720","BU_OGDRIL"
"RF_272A01","272A01","EU-SZ-BAKER-LB_272A","LB_272A","LE_BH2720","BU_OGOFSV"
"RF_272D01","272D01","EU-SZ-BAKER-LB_272D","LB_272D","LE_BH2720","BU_OGMEAS"
"RF_272H01","272H01","EU-SZ-BAKER-Nyon-1 Place Terribilini_272H","LB_272H","LE_BH2720","BU_OGHQTR"
"RF_103F01","103F01","EU-UK-Aberden-Kirkhill Road, Dyce_103F","LB_103F","LE_BH2892","BU_OGDRIL"
"RF_H11301","H11301","EU-UK-Aberdeen-01_ME_LB_NPIS2","LB_H113","LE_K60044","BU_OGHQTR"
"RF_M27501","M27501","EU-UK-Aberdeen-01_ME_LB_HQNOV","LB_M275","LE_PS0337","BU_OGMEAS"
"RF_R03201","R03201","EU-UK-Aberdeen-01_ME_LB_SX14","LB_R032","LE_IF1354","BU_OGDRIL"
"RF_R03401","R03401","EU-UK-Aberdeen-01_LE_IF1352","LB_R034","LE_IF1352","BU_OGDRIL"
"RF_R04101","R04101","EU-UK-Aberdeen-01_LE_IF1355","LB_R041","LE_IF1355","BU_OGDRIL"
"RF_S01002","S01002","EU-UK-ABERDEEN-8 KIRKHILL PLACE, KIRKHILL INDUSTRIAL ESTATE-LB_S010","LB_S010","LE_IF1563","BU_OGSUBS"
"RF_R19003","R19003","EU-UK-ABERDEEN-58 HOWE MOSS DRIVE-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_HZ0801","HZ0801","EU-UK-Aberdeen-03_LE_BR0430","LB_HZ08","LE_BR0430","BU_OGHQTR"
"RF_M11101","M11101","EU-UK-Aberdeen-03_ME_LB_POUK","LB_M111","LE_BR0430","BU_OGMEAS"
"RF_U02301","U02301","EU-UK-Aberdeen-03_ME_LB_TRAB1","LB_U023","LE_BR0430","BU_OGTBMS"
"RF_U02401","U02401","EU-UK-Aberdeen-03_LE_BR0430","LB_U024","LE_BR0430","BU_OGTBMS"
"RF_R13001","R13001","EU-UK-Aberdeen-04_ME_LB_HYS02","LB_R130","LE_IF1569","BU_OGDRIL"
"RF_S56901","S56901","EU-UK-Aberdeen-04_LE_IF1569","LB_S569","LE_IF1569","BU_OGSUBS"
"RF_A10017","A10017","EU-UK-Aberdeen-Claymore Drive, West Wing, Bridge of Don, Silverburn House Aberdeen SCT AB23 8GD_A100","LB_A100","LE_IF1818","BU_OGDRIL"
"RF_H07140","H07140","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H07601","H07601","EU-UK-Aberdeen-05_LE_IF1029","LB_H076","LE_IF1029","BU_OGHQTR"
"RF_H12701","H12701","EU-UK-Aberdeen-05_LE_IF1221","LB_H127","LE_IF1221","BU_OGHQTR"
"RF_H15301","H15301","EU-UK-Aberdeen-05_ME_LB_DPF10","LB_H153","LE_IF1247","BU_OGHQTR"
"RF_H15801","H15801","EU-UK-Aberdeen-05_ME_LB_DPL25","LB_H158","LE_IF1251","BU_OGHQTR"
"RF_H15901","H15901","EU-UK-Aberdeen-05_LE_IF1261","LB_H159","LE_IF1261","BU_OGHQTR"
"RF_H16501","H16501","EU-UK-Aberdeen-05_LE_IF1368","LB_H165","LE_IF1368","BU_OGHQTR"
"RF_H20801","H20801","EU-UK-Aberdeen-05_LE_IF1253","LB_H208","LE_IF1253","BU_OGHQTR"
"RF_I00401","I00401","EU-UK-Aberdeen-Silverburn House, Claymore Drive, Bridge of Don, AB23 8GD_I004","LB_I004","LE_IF1222","BU_OGBHCS"
"RF_M02540","M02540","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43540","M43540","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R04801","R04801","EU-UK-Aberdeen-05_ME_LB_DPA24","LB_R048","LE_IF1221","BU_OGSUBS"
"RF_R05701","R05701","EU-UK-Aberdeen-05_LE_IF1226","LB_R057","LE_IF1226","BU_OGDRIL"
"RF_R06301","R06301","EU-UK-Aberdeen-05_LE_IF1233","LB_R063","LE_IF1233","BU_OGDRIL"
"RF_R09201","R09201","EU-UK-Aberdeen-05_ME_LB_DPA10","LB_R092","LE_IF1247","BU_OGSUBS"
"RF_R10001","R10001","EU-UK-Aberdeen-05_ME_LB_DPA25","LB_R100","LE_IF1251","BU_OGSUBS"
"RF_R10201","R10201","EU-UK-Aberdeen-05_ME_LB_DPA26","LB_R102","LE_IF1252","BU_OGSUBS"
"RF_R10401","R10401","EU-UK-Aberdeen-05_LE_IF1253","LB_R104","LE_IF1253","BU_OGDRIL"
"RF_R10501","R10501","EU-UK-Aberdeen-05_ME_LB_DPA28","LB_R105","LE_IF1261","BU_OGSUBS"
"RF_R11101","R11101","EU-UK-Aberdeen-05_ME_LB_DPA21","LB_R111","LE_IF1268","BU_OGSUBS"
"RF_R12001","R12001","EU-UK-Aberdeen-05_ME_LB_DPA29","LB_R120","LE_IF1368","BU_OGSUBS"
"RF_R12201","R12201","EU-UK-Aberdeen-05_ME_LB_DPA30","LB_R122","LE_IF1369","BU_OGSUBS"
"RF_R19005","R19005","EU-UK-ABERDEEN-CLAYMORE DRIVE, BRIDGE OF DON-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_R26801","R26801","EU-UK-Aberdeen-05_ME_LB_DPA64","LB_R268","LE_CP1086","BU_OGSUBS"
"RF_R33640","R33640","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S00801","S00801","EU-UK-Aberdeen-05_ME_LB_DFF30","LB_S008","LE_CP0111","BU_OGSUBS"
"RF_S01003","S01003","EU-UK-ABERDEEN-CLAYMORE DRIVE, BRIDGE OF DON-LB_S010","LB_S010","LE_IF1563","BU_OGSUBS"
"RF_S02301","S02301","EU-UK-Aberdeen-05_ME_LB_DPO24","LB_S023","LE_IF1221","BU_OGSUBS"
"RF_S02401","S02401","EU-UK-Aberdeen-05_ME_LB_DPX16","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S02411","S02411","EU-UK-ABERDEEN-CLAYMORE DRIVE, BRIDGE OF DON - MFG-Assembly_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_S03101","S03101","EU-UK-Aberdeen-05_ME_LB_DPB32","LB_S031","LE_IF1226","BU_OGSUBS"
"RF_S03401","S03401","EU-UK-Aberdeen-05_ME_LB_DPB36","LB_S034","LE_IF1233","BU_OGSUBS"
"RF_S05001","S05001","EU-UK-Aberdeen-05_ME_LB_DPX10","LB_S050","LE_IF1247","BU_OGSUBS"
"RF_S05302","S05302","EU-UK-Aberdeen-Claymore Drive, Bridge of Don_LB_S053","LB_S053","LE_IF1250","BU_OGSUBS"
"RF_S05401","S05401","EU-UK-Aberdeen-05_ME_LB_DPO25","LB_S054","LE_IF1251","BU_OGSUBS"
"RF_S05501","S05501","EU-UK-Aberdeen-05_ME_LB_DPO26","LB_S055","LE_IF1252","BU_OGSUBS"
"RF_S05601","S05601","EU-UK-Aberdeen-05_ME_LB_DPB27","LB_S056","LE_IF1253","BU_OGSUBS"
"RF_S05701","S05701","EU-UK-Aberdeen-05_ME_LB_DPO28","LB_S057","LE_IF1261","BU_OGSUBS"
"RF_S06001","S06001","EU-UK-Aberdeen-05_ME_LB_DPS21","LB_S060","LE_IF1268","BU_OGSUBS"
"RF_S06301","S06301","EU-UK-Aberdeen-05_ME_LB_DPO29","LB_S063","LE_IF1368","BU_OGSUBS"
"RF_S06401","S06401","EU-UK-Aberdeen-05_ME_LB_DPO30","LB_S064","LE_IF1369","BU_OGSUBS"
"RF_S07201","S07201","EU-UK-Aberdeen-05_ME_LB_WLLS7","LB_S072","LE_IF1775","BU_OGSUBS"
"RF_S07301","S07301","EU-UK-Aberdeen-05_ME_LB_WLLS9","LB_S073","LE_IF1777","BU_OGSUBS"
"RF_S10701","S10701","EU-UK-Aberdeen-05_ME_LB_DPO64","LB_S107","LE_CP1086","BU_OGSUBS"
"RF_S11540","S11540","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_S19001","S19001","EU-UK-Aberdeen-Silverburn House Claymore Drive, Bridge of Don-LB_S190","LB_S190","LE_IF1833","BU_OGSUBS"
"RF_S56902","S56902","EU-UK-ABERDEEN-CLAYMORE DRIVE, BRIDGE OF DON-LB_S569","LB_S569","LE_IF1569","BU_OGSUBS"
"RF_T06440","T06440","EU-UK-Aberdeen-Silverburn House Claymore Dr Bridge of Don_IF1029-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T06901","T06901","EU-UK-Aberdeen-05_LE_IF1029","LB_T069","LE_IF1029","BU_OGTBMS"
"RF_U05840","U05840","EU-UK-Aberdeen-05-LE_IF1029-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U06301","U06301","EU-UK-Aberdeen-05_LE_IF1029","LB_U063","LE_IF1029","BU_OGTBMS"
"RF_U10801","U10801","EU-UK-Aberdeen-05_ME_LB_DPT17","LB_U108","LE_IF1222","BU_OGTBMS"
"RF_H15201","H15201","EU-UK-Aberdeen-06_ME_LB_DPL18","LB_H152","LE_IF1246","BU_OGHQTR"
"RF_R09001","R09001","EU-UK-Aberdeen-06_ME_LB_DPA18","LB_R090","LE_IF1246","BU_OGSUBS"
"RF_S04901","S04901","EU-UK-Aberdeen-06_ME_LB_DPS18","LB_S049","LE_IF1246","BU_OGSUBS"
"RF_R19004","R19004","EU-UK-ABERDEEN-KETTOCK LODGE-ABERDEEN INNOVATION PARK-BALGOWNIE DRIVE-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_S06701","S06701","EU-UK-Abingdon-01_ME_LB_WLLS3","LB_S067","LE_IF1771","BU_OGSUBS"
"RF_S07001","S07001","EU-UK-Abingdon-01_ME_LB_WLLS5","LB_S070","LE_IF1773","BU_OGSUBS"
"RF_S07801","S07801","EU-UK-Abingdon-01_ME_LB_WLLM1","LB_S078","LE_IF1837","BU_OGSUBS"
"RF_M25101","M25101","EU-UK-Bonnyrigg-01_ME_LB_DR431","LB_M251","LE_DRS431","BU_OGTBMS"
"RF_201H01","201H01","EU-UK-Aberdeen-566 Chiswick High Road, 3rd Floor, Building 5, Chiswick Park_BH2010_201H","LB_201H","LE_BH2010","BU_OGHQTR"
"RF_R11701","R11701","EU-UK-Bristol-02-colo_LE_IF1277","LB_R117","LE_IF1277","BU_OGDRIL"
"RF_S02409","S02409","EU-UK-Bristol-02-colo-Aztec West_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_YSY801","YSY801","EU-UK-Bristol-2630 The Quadrant-Aztec West_YSY8","LB_YSY8","LE_CP0111","BU_OGSUBS"
"RF_M00401","M00401","EU-UK-Cramlington-01_ME_LB_MEPH2","LB_M004","LE_PS0075","BU_OGMEAS"
"RF_M01201","M01201","EU-UK-Cramlington-01_ME_LB_MKPL5","LB_M012","LE_PS0072","BU_OGMEAS"
"RF_M01302","M01302","EU-UK-Cramlington-01_ME_LB_THPT8","LB_M013","LE_PS0077","BU_OGMEAS"
"RF_M17001","M17001","EU-UK-Cramlington-01_ME_LB_HQ52","LB_M170","LE_CP0111","BU_OGMEAS"
"RF_M17401","M17401","EU-UK-Cramlington-01_ME_LB_X076","LB_M174","LE_CP0111","BU_OGMEAS"
"RF_M17801","M17801","EU-UK-Cramlington-01_ME_LB_XRP","LB_M178","LE_CP0111","BU_OGMEAS"
"RF_M26301","M26301","EU-UK-Cramlington-01_LE_BR1162","LB_M263","LE_BR1162","BU_OGMEAS"
"RF_M26401","M26401","EU-UK-Cramlington-01_LE_BR1164","LB_M264","LE_BR1164","BU_OGMEAS"
"RF_M26501","M26501","EU-UK-Cramlington-01_LE_BR1165","LB_M265","LE_BR1165","BU_OGMEAS"
"RF_M26601","M26601","EU-UK-Cramlington-01_LE_BR1167","LB_M266","LE_BR1167","BU_OGMEAS"
"RF_M26701","M26701","EU-UK-Cramlington-01_ME_LB_ADPT1","LB_M267","LE_BR1168","BU_OGMEAS"
"RF_M26801","M26801","EU-UK-Cramlington-01_ME_LB_ADPG1","LB_M268","LE_IF1555","BU_OGMEAS"
"RF_M26901","M26901","EU-UK-Cramlington-01_ME_LB_HQPI1","LB_M269","LE_PS0078","BU_OGMEAS"
"RF_M41201","M41201","EU-UK-Cramlington-01_ME_LB_XMCS2","LB_M412","LE_CP0111","BU_OGMEAS"
"RF_M42601","M42601","EU-UK-Cramlington-01_ME_LB_XIL1","LB_M426","LE_CP0111","BU_OGMEAS"
"RF_M45501","M45501","EU-UK-Cramlington-Atley Way, Nelson Industrial_M455","LB_M455","LE_OG1160","BU_OGMEAS"
"RF_YSZ301","YSZ301","EU-UK-Cramlington-Atley Way, Nelson Industrial Estate_YSZ3","LB_YSZ3","LE_LE0005","BU_OGMEAS"
"RF_R03301","R03301","EU-UK-Farnborough-01_ME_LB_SX12","LB_R033","LE_IF1353","BU_OGDRIL"
"RF_R03501","R03501","EU-UK-Farnborough-01_LE_IF1351","LB_R035","LE_IF1351","BU_OGDRIL"
"RF_R03601","R03601","EU-UK-Farnborough-01_LE_IF1350","LB_R036","LE_IF1350","BU_OGDRIL"
"RF_R03701","R03701","EU-UK-Farnborough-01_ME_LB_SX03","LB_R037","LE_IF1349","BU_OGDRIL"
"RF_R19006","R19006","EU-UK-GLASGOW-2 CENTRAL QUAY, 89 HYDEPARK STREET-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_T10901","T10901","EU-UK-Glasgow-01-colo_ME_LB_DPW16","LB_T109","LE_IF1222","BU_OGTBMS"
"RF_092F01","092F01","EU-UK-Aberdeen-Baker Hughes Bldg._092F","LB_092F","LE_BH2869","BU_OGDRIL"
"RF_093F01","093F01","EU-UK-Aberdeen-Baker Hughes Bldg._093F","LB_093F","LE_BH2869","BU_OGMEAS"
"RF_094F01","094F01","EU-UK-Aberdeen-Baker Hughes Bldg._094F","LB_094F","LE_BH2869","BU_OGHQTR"
"RF_286S01","286S01","EU-UK-Aberdeen-Baker Hughes Bldg._286S","LB_286S","LE_BH2869","BU_OGMEAS"
"RF_L80001","L80001","EU-UK-Inverurie-19A Camiestone Road Thainstone Business Park, AB51 5GT_L800","LB_L800","LE_OG1049","BU_OGDRIL"
"RF_S02412","S02412","EU-UK-Inverurie-8A Camiestone Road, Thainstone Business Park-Services_S024","LB_S024","LE_IF1222","BU_OGSUBS"
"RF_068F01","068F01","EU-UK-Hampshire-Bentley Hall_068F","LB_068F","LE_BH2475","BU_OGDRIL"
"RF_069F01","069F01","EU-UK-Hampshire-Bentley Hall_069F","LB_069F","LE_BH2480","BU_OGDRIL"
"RF_070F01","070F01","EU-UK-Hampshire-Bentley Hall_070F","LB_070F","LE_BH2480","BU_OGHQTR"
"RF_248H01","248H01","EU-UK-Hampshire-Bentley Hall_248H","LB_248H","LE_BH2480","BU_OGHQTR"
"RF_010F01","010F01","EU-UK-Aberden-6 Rubislaw Place_010F","LB_010F","LE_BH2010","BU_OGDRIL"
"RF_011F01","011F01","EU-UK-Aberden-6 Rubislaw Place_011F","LB_011F","LE_BH2010","BU_OGHQTR"
"RF_200H01","200H01","EU-UK-Aberden-6 Rubislaw Place_200H","LB_200H","LE_BH2010","BU_OGHQTR"
"RF_905H01","905H01","EU-UK-Aberden-6 Rubislaw Place_905H","LB_905H","LE_CP0111","BU_OGHQTR"
"RF_621001","621001","EU-UK-Leicester-01_ME_LB_SIGRO:Shared-001","LB_6210","LE_IS0093","BU_OGMEAS"
"RF_621002","621002","EU-UK-Leicester-01_ME_LB_MCUK","LB_6210","LE_IS0093","BU_OGMEAS"
"RF_623001","623001","EU-UK-Leicester-01_LE_I10356","LB_6230","LE_I10356","BU_OGMEAS"
"RF_H60920","H60920","EU-GB-Tring-The Counting House, 9 High Street_H609","LB_H609","LE_IF1752","BU_OGHQTR"
"RF_M20701","M20701","EU-UK-Leicester-01_ME_LB_SICOV","LB_M207","LE_I10356","BU_OGMEAS"
"RF_M20801","M20801","EU-UK-Leicester-01_ME_LB_SICUK","LB_M208","LE_I10356","BU_OGMEAS"
"RF_M21001","M21001","EU-UK-Leicester-01_ME_LB_SIDHQ","LB_M210","LE_IS0084","BU_OGMEAS"
"RF_M21201","M21201","EU-UK-Leicester-01_ME_LB_SIGRO","LB_M212","LE_IS0093","BU_OGMEAS"
"RF_M22901","M22901","EU-UK-Leicester-01_ME_LB_SIRUK","LB_M229","LE_TR0009","BU_OGMEAS"
"RF_M23501","M23501","EU-UK-Leicester-01_ME_LB_SITAU","LB_M235","LE_IS0014","BU_OGMEAS"
"RF_M40501","M40501","EU-UK-Leicester-01_ME_LB_SIEUK","LB_M405","LE_IS0093","BU_OGMEAS"
"RF_M40601","M40601","EU-UK-Leicester-01_ME_LB_SIFUK","LB_M406","LE_IS0093","BU_OGMEAS"
"RF_M40701","M40701","EU-UK-Leicester-01_ME_LB_SIIUK","LB_M407","LE_IS0093","BU_OGMEAS"
"RF_U00401","U00401","EU-UK-Leicester-01_ME_LB_NQ9C","LB_U004","LE_I10424","BU_OGTBMS"
"RF_R11801","R11801","EU-UK-London-01_LE_IF1278","LB_R118","LE_IF1278","BU_OGDRIL"
"RF_H00501","H00501","EU-UK-London-02-colo_ME_LB_SRP1","LB_H005","LE_Y99000","BU_OGHQTR"
"RF_H01001","H01001","EU-UK-London-02-colo_ME_LB_XVMK1","LB_H010","LE_CP0111","BU_OGHQTR"
"RF_H01101","H01101","EU-UK-London-02-colo_LE_CP0111","LB_H011","LE_CP0111","BU_OGHQTR"
"RF_H03001","H03001","EU-UK-London-02-colo_ME_LB_R654","LB_H030","LE_A01098","BU_OGHQTR"
"RF_H03701","H03701","EU-UK-London-02-colo_LE_A01098","LB_H037","LE_A01098","BU_OGHQTR"
"RF_H03801","H03801","EU-UK-London-02-colo_LE_A01098","LB_H038","LE_A01098","BU_OGHQTR"
"RF_H03901","H03901","EU-UK-London-02-colo_LE_A01098","LB_H039","LE_A01098","BU_OGHQTR"
"RF_H04001","H04001","EU-UK-London-02-colo_LE_A01098","LB_H040","LE_A01098","BU_OGHQTR"
"RF_H04101","H04101","EU-UK-London-02-colo_LE_A01098","LB_H041","LE_A01098","BU_OGHQTR"
"RF_H11501","H11501","EU-UK-London-02-colo_ME_LB_GT35","LB_H115","LE_IF1256","BU_OGHQTR"
"RF_H19301","H19301","EU-UK-London-02-colo_LE_CP0111","LB_H193","LE_CP0111","BU_OGHQTR"
"RF_H19701","H19701","EU-UK-London-02-colo_LE_A01098","LB_H197","LE_A01098","BU_OGHQTR"
"RF_H19801","H19801","EU-UK-London-02-colo_LE_A01098","LB_H198","LE_A01098","BU_OGHQTR"
"RF_H19901","H19901","EU-UK-London-02-colo_LE_A01098","LB_H199","LE_A01098","BU_OGHQTR"
"RF_H20001","H20001","EU-UK-London-02-colo_LE_A01098","LB_H200","LE_A01098","BU_OGHQTR"
"RF_H20101","H20101","EU-UK-London-02-colo_LE_A01098","LB_H201","LE_A01098","BU_OGHQTR"
"RF_H20201","H20201","EU-UK-London-02-colo_LE_A01098","LB_H202","LE_A01098","BU_OGHQTR"
"RF_M00601","M00601","EU-UK-London-02-colo_ME_LB_XCO1","LB_M006","LE_CP0111","BU_OGMEAS"
"RF_M13701","M13701","EU-UK-London-02-colo_ME_LB_R0Q","LB_M137","LE_Y99000","BU_OGMEAS"
"RF_M40301","M40301","EU-UK-London-02-colo_ME_LB_XDRE2","LB_M403","LE_CP0111","BU_OGMEAS"
"RF_M41301","M41301","EU-UK-London-02-colo_ME_LB_XWAY2","LB_M413","LE_CP0111","BU_OGMEAS"
"RF_R00601","R00601","EU-UK-London-02-colo_ME_LB_SX25","LB_R006","LE_Y99000","BU_OGDRIL"
"RF_S01401","S01401","EU-UK-London-02-colo_LE_A01098","LB_S014","LE_A01098","BU_OGSUBS"
"RF_T01001","T01001","EU-UK-London-02-colo_ME_LB_SNP2","LB_T010","LE_Y99000","BU_OGTBMS"
"RF_U16301","U16301","EU-UK-London-02-colo_LE_A01098","LB_U163","LE_A01098","BU_OGTBMS"
"RF_H16801","H16801","EU-UK-MiltonKeynes-01-colo_LE_IF1563","LB_H168","LE_IF1563","BU_OGHQTR"
"RF_R19007","R19007","EU-UK-MILTON KEYNES-VINCENT AVENUE,MILTON KEYNES-GLOBAL HOUSE-LB_R190","LB_R190","LE_IF1833","BU_OGSUBS"
"RF_R28901","R28901","EU-UK-MiltonKeynes-01-colo_LE_IF1563","LB_R289","LE_IF1563","BU_OGDRIL"
"RF_S01001","S01001","EU-UK-MiltonKeynes-01-colo_ME_LB_HYO01","LB_S010","LE_IF1563","BU_OGSUBS"
"RF_201C01","201C01","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_201C","LB_201C","LE_BH2010","BU_OGBHCS"
"RF_201F01","201F01","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_201F","LB_201F","LE_BH2010","BU_OGBHCS"
"RF_H63801","H63801","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_CPEL15_H638","LB_H638","LE_CPEL15","BU_OGHQTR"
"RF_M35301","M35301","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_CPEL15_H638","LB_M353","LE_CPEL15","BU_OGMEAS"
"RF_R68601","R68601","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_CPEL15_H638","LB_R686","LE_CPEL15","BU_OGDRIL"
"RF_S65401","S65401","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_CPEL15_H638","LB_S654","LE_CPEL15","BU_OGSUBS"
"RF_T64001","T64001","EU-UK-London-201 Talgarth Road The Ark, Hammersmith_CPEL15_H638","LB_T640","LE_CPEL15","BU_OGTBMS"
"RF_YQ0901","YQ0901","EU-UK-LONDON-201 TALGARTH RD LONDON W6 8BJ_YQ09","LB_YQ09","LE_IF1246","BU_OGCPHS"
